iceberg_id,timestamp,original_latitude,original_longitude,predicted_dx_m,predicted_dy_m,predicted_latitude,predicted_longitude,regime,selected_model,prediction_horizon_hours,EPE_m
c35,2021-06-28,-67.3,147.78333333333333,0.0,0.0,-67.3,147.78333333333333,Slow-moving,Persistence,144.0,4089.8358025889465
c35,2021-07-06,-67.31666666666666,147.86666666666667,0.0,0.0,-67.31666666666666,147.86666666666667,Stationary,Persistence,192.0,6797.438792364986
c35,2021-07-16,-67.33333333333333,147.71666666666667,0.0,0.0,-67.33333333333333,147.71666666666667,Stationary,Persistence,240.0,6797.438792364986
c35,2021-08-15,-67.31666666666666,147.86666666666667,0.0,0.0,-67.31666666666666,147.86666666666667,Stationary,Persistence,720.0,0.0
c35,2021-09-02,-67.31666666666666,147.86666666666667,0.0,0.0,-67.31666666666666,147.86666666666667,Stationary,Persistence,432.0,5421.080831759371
c35,2021-09-12,-67.3,147.98333333333332,0.0,0.0,-67.3,147.98333333333332,Stationary,Persistence,240.0,0.0
c35,2021-10-06,-67.3,147.98333333333332,0.0,0.0,-67.3,147.98333333333332,Stationary,Persistence,576.0,3762.1442036948497
c35,2021-10-19,-67.26666666666667,147.98333333333332,0.0,0.0,-67.26666666666667,147.98333333333332,Stationary,Persistence,312.0,0.0
c35,2021-11-10,-67.26666666666667,147.98333333333332,0.0,0.0,-67.26666666666667,147.98333333333332,Stationary,Persistence,528.0,8219.821612176456
c35,2026-04-30,-66.21666666666667,142.95,0.0,0.0,-66.21666666666667,142.95,Stationary,Persistence,192.0,1524.47148010745
c35,2026-05-07,-66.21666666666667,142.98333333333332,0.0,0.0,-66.21666666666667,142.98333333333332,Stationary,Persistence,168.0,0.0
c35,2026-05-14,-66.21666666666667,142.98333333333332,0.0,0.0,-66.21666666666667,142.98333333333332,Stationary,Persistence,168.0,0.0
c35,2026-05-21,-66.21666666666667,142.98333333333332,0.0,0.0,-66.21666666666667,142.98333333333332,Stationary,Persistence,168.0,0.0
c35,2026-05-28,-66.21666666666667,142.98333333333332,0.0,0.0,-66.21666666666667,142.98333333333332,Stationary,Persistence,168.0,0.0
c35,2026-06-04,-66.21666666666667,142.98333333333332,0.0,0.0,-66.21666666666667,142.98333333333332,Stationary,Persistence,168.0,0.0
c35,2026-06-13,-66.21666666666667,142.98333333333332,0.0,0.0,-66.21666666666667,142.98333333333332,Stationary,Persistence,216.0,2427.0430249673254
c35,2026-06-21,-66.2,142.95,0.0,0.0,-66.2,142.95,Stationary,Persistence,192.0,2427.043024967128
c35,2026-06-28,-66.21666666666667,142.91666666666666,0.0,0.0,-66.21666666666667,142.91666666666666,Stationary,Persistence,168.0,2036.2396667887544
c35,2026-07-05,-66.2,142.93333333333334,0.0,0.0,-66.2,142.93333333333334,Stationary,Persistence,168.0,0.0
c35,2026-07-12,-66.2,142.93333333333334,0.0,0.0,-66.2,142.93333333333334,Stationary,Persistence,168.0,6107.791856236682
c35,2026-07-19,-66.25,142.98333333333332,0.0,0.0,-66.25,142.98333333333332,Slow-moving,Persistence,168.0,1522.274792531159
c35,2026-07-22,-66.25,143.01666666666668,0.0,0.0,-66.25,143.01666666666668,Stationary,Persistence,72.0,1522.274792531159
c35,2026-07-30,-66.25,142.98333333333332,0.0,0.0,-66.25,142.98333333333332,Stationary,Persistence,192.0,2035.6220054009643
c35,2026-08-09,-66.23333333333333,142.96666666666667,0.0,0.0,-66.23333333333333,142.96666666666667,Stationary,Persistence,240.0,2035.9307357410694
c35,2026-08-16,-66.21666666666667,142.95,0.0,0.0,-66.21666666666667,142.95,Stationary,Persistence,168.0,0.0
d27,2021-04-12,-68.03333333333333,74.91666666666667,0.0,0.0,-68.03333333333333,74.91666666666667,Slow-moving,Persistence,288.0,99316.92202071415
d27,2021-04-21,-67.75,72.7,1565.4312622091738,49139.85914801048,-67.60321043301155,71.61965692722227,Moving,Physics B,216.0,112136.64818249928
d27,2021-05-04,-66.83333333333333,70.0,57169.25137708426,138381.55045112208,-65.9204805310128,67.61409984994316,Moving,Physics B,312.0,169718.03295103105
d27,2021-05-11,-66.76666666666667,64.53333333333333,-31561.484487996007,81114.68287896035,-66.69722741521613,62.59471230365907,Moving,Physics B,168.0,34439.03451340051
d27,2021-05-23,-66.58333333333333,61.88333333333333,-39676.03098150667,130945.77928333671,-66.31678691950805,58.935128261001566,Moving,Physics B,288.0,36808.87727206266
d27,2021-05-28,-66.61666666666666,59.25,-17009.716833384136,28013.888571973544,-66.6174304090629,58.520773369137444,Moving,Physics B,120.0,24606.25543594974
d27,2021-06-08,-66.4,58.516666666666666,5533.014823479562,60195.33458262797,-66.07688013241989,57.46370878445218,Moving,Physics B,264.0,70651.85982814491
d27,2021-06-17,-65.68333333333334,56.28333333333333,5319.878940004583,71518.36902779568,-65.28968588040239,55.09477832000644,Moving,Physics B,216.0,119377.71977559569
d27,2021-06-22,-65.55,52.65,-32019.151270378756,54267.22633751115,-65.4778548913391,51.32426499015623,Moving,Physics B,120.0,42346.19294235235
d27,2021-06-28,-65.83333333333333,51.05,-57371.26933662342,30473.871213770086,-66.05189649543928,49.752334938919496,Moving,Physics B,144.0,27619.57639729552
d27,2021-07-06,-66.03333333333333,50.35,-34296.344183718415,9372.951581967867,-66.21215800577104,49.713800098183484,Moving,Physics B,192.0,28123.092875712264
d27,2021-07-16,-66.1,49.166666666666664,-34157.69828524198,30411.790804258897,-66.14913511251227,48.17802621648593,Moving,Physics B,240.0,60264.615282279665
d27,2021-08-15,-66.35,49.4,-29095.15802467747,-53607.354689627966,-66.85282903438048,49.889422312633634,Moving,Physics B,720.0,213170.72669972645
d27,2021-09-02,-66.81666666666666,45.1,-68493.53625195828,41583.99533554361,-66.9756680598387,43.340881548518844,Moving,Physics B,432.0,48850.389596458735
d27,2021-09-12,-67.25,44.2,-24027.202953002707,-2893.438063694809,-67.41641110951282,43.84931315661522,Moving,Physics B,240.0,17422.09822046882
d27,2021-10-06,-67.4,43.45,-57689.902407684734,16218.723462050175,-67.64232709621912,42.21429286525125,Moving,Physics B,576.0,102635.71547657857
d27,2021-10-19,-68.11666666666666,40.15,-57711.50853143657,11231.709824321732,-68.36617986099513,38.91244495904733,Moving,Physics B,312.0,79277.96316433967
d27,2021-11-10,-68.25,37.03333333333333,-125235.09796729503,77415.39875908982,-68.33099381004686,33.504456421725074,Moving,Physics B,528.0,72058.9060789492
d30b,2021-11-10,-70.85,-10.966666666666669,0.0,0.0,-70.85,-10.966666666666669,Slow-moving,Persistence,528.0,161992.54586067266
d30b,2026-05-26,-60.583333333333336,-45.716666666666676,0.0,0.0,-60.583333333333336,-45.716666666666676,Stationary,Persistence,120.0,0.0
d30b,2026-06-04,-60.583333333333336,-45.716666666666676,0.0,0.0,-60.583333333333336,-45.716666666666676,Stationary,Persistence,216.0,0.0
d30b,2026-06-13,-60.583333333333336,-45.716666666666676,0.0,0.0,-60.583333333333336,-45.716666666666676,Stationary,Persistence,216.0,0.0
d30b,2026-06-20,-60.583333333333336,-45.716666666666676,0.0,0.0,-60.583333333333336,-45.716666666666676,Stationary,Persistence,168.0,0.0
d30b,2026-06-28,-60.583333333333336,-45.716666666666676,0.0,0.0,-60.583333333333336,-45.716666666666676,Stationary,Persistence,192.0,1930.9073277509858
d30b,2026-07-04,-60.56666666666667,-45.716666666666676,0.0,0.0,-60.56666666666667,-45.716666666666676,Stationary,Persistence,144.0,0.0
d30b,2026-07-12,-60.56666666666667,-45.716666666666676,0.0,0.0,-60.56666666666667,-45.716666666666676,Stationary,Persistence,192.0,0.0
d30b,2026-07-19,-60.56666666666667,-45.716666666666676,0.0,0.0,-60.56666666666667,-45.716666666666676,Stationary,Persistence,168.0,0.0
d30b,2026-07-22,-60.56666666666667,-45.716666666666676,0.0,0.0,-60.56666666666667,-45.716666666666676,Stationary,Persistence,72.0,0.0
d30b,2026-07-28,-60.56666666666667,-45.716666666666676,0.0,0.0,-60.56666666666667,-45.716666666666676,Stationary,Persistence,144.0,0.0
d30b,2026-08-07,-60.56666666666667,-45.716666666666676,0.0,0.0,-60.56666666666667,-45.716666666666676,Stationary,Persistence,240.0,0.0
d30b,2026-08-16,-60.56666666666667,-45.716666666666676,0.0,0.0,-60.56666666666667,-45.716666666666676,Stationary,Persistence,216.0,0.0
