iceberg_id,timestamp,original_latitude,original_longitude,predicted_dx_m,predicted_dy_m,predicted_latitude,predicted_longitude,regime,selected_model,prediction_horizon_hours,persistence_epe,physics_b_epe,hybrid_epe
b09b,2021-06-17,-66.26666666666667,143.41666666666666,0.0,0.0,-66.26666666666645,143.41666666666666,Stationary,Persistence,264.0,0.0,330.9406092329509,0.0
b09b,2021-06-22,-66.26666666666667,143.41666666666666,0.0,0.0,-66.26666666666645,143.41666666666666,Stationary,Persistence,120.0,0.0,39.780881695007366,0.0
b09b,2021-06-28,-66.26666666666667,143.41666666666666,0.0,0.0,-66.26666666666645,143.41666666666666,Stationary,Persistence,144.0,0.0,317.88033117488413,0.0
b09b,2021-07-06,-66.26666666666667,143.41666666666666,0.0,0.0,-66.26666666666645,143.41666666666666,Stationary,Persistence,192.0,0.0,323.05918984983043,0.0
b09b,2021-07-16,-66.26666666666667,143.41666666666666,0.0,0.0,-66.26666666666645,143.41666666666666,Stationary,Persistence,240.0,0.0,142.92297459454588,0.0
b09b,2021-08-15,-66.26666666666667,143.41666666666666,0.0,0.0,-66.26666666666645,143.41666666666666,Stationary,Persistence,720.0,0.0,644.0762970547206,0.0
b09b,2021-09-02,-66.26666666666667,143.41666666666666,0.0,0.0,-66.26666666666645,143.41666666666666,Stationary,Persistence,432.0,2281.7647785600293,825.0526990280904,2281.7647785600293
b09b,2021-09-12,-66.26666666666667,143.46666666666667,0.0,0.0,-66.26666666666645,143.46666666666667,Stationary,Persistence,240.0,0.0,984.1528731355066,0.0
b09b,2021-10-06,-66.26666666666667,143.46666666666667,0.0,0.0,-66.26666666666645,143.46666666666667,Stationary,Persistence,576.0,0.0,486.39691283121806,0.0
b09b,2021-10-19,-66.26666666666667,143.46666666666667,0.0,0.0,-66.26666666666645,143.46666666666667,Stationary,Persistence,312.0,0.0,1170.8458521901032,0.0
b09b,2021-11-10,-66.26666666666667,143.46666666666667,0.0,0.0,-66.26666666666645,143.46666666666667,Stationary,Persistence,528.0,3042.352962995016,3705.8128672664384,3042.352962995016
b09b,2026-04-30,-66.08333333333333,143.23333333333332,0.0,0.0,-66.0833333333331,143.23333333333332,Stationary,Persistence,192.0,0.0,756.7456232606171,0.0
b09b,2026-05-07,-66.08333333333333,143.23333333333332,0.0,0.0,-66.0833333333331,143.23333333333332,Stationary,Persistence,168.0,0.0,184.0985737031339,0.0
b09b,2026-05-14,-66.08333333333333,143.23333333333332,0.0,0.0,-66.0833333333331,143.23333333333332,Stationary,Persistence,168.0,0.0,217.88341137830716,0.0
b09b,2026-05-21,-66.08333333333333,143.23333333333332,0.0,0.0,-66.0833333333331,143.23333333333332,Stationary,Persistence,168.0,0.0,545.865211924662,0.0
b09b,2026-05-28,-66.08333333333333,143.23333333333332,0.0,0.0,-66.0833333333331,143.23333333333332,Stationary,Persistence,168.0,0.0,157.9036190106945,0.0
b09b,2026-06-04,-66.08333333333333,143.23333333333332,0.0,0.0,-66.0833333333331,143.23333333333332,Stationary,Persistence,168.0,0.0,620.3565383207804,0.0
