iceberg_id,timestamp,original_latitude,original_longitude,predicted_dx_m,predicted_dy_m,predicted_latitude,predicted_longitude,regime,selected_model,prediction_horizon_hours,persistence_epe,physics_b_epe,hybrid_epe
a23a,2021-04-12,-75.68333333333334,-39.833333333333336,0.0,0.0,-75.68333333333334,-39.83333333333334,Stationary,Persistence,288.0,0.0,2625.2419399239106,0.0
a23a,2021-04-21,-75.68333333333334,-39.833333333333336,0.0,0.0,-75.68333333333334,-39.83333333333334,Stationary,Persistence,216.0,0.0,128.84568717585776,0.0
a23a,2021-05-04,-75.68333333333334,-39.833333333333336,0.0,0.0,-75.68333333333334,-39.83333333333334,Stationary,Persistence,312.0,5002.38440220959,4873.890948772318,5002.38440220959
a23a,2021-05-11,-75.68333333333334,-40.016666666666666,0.0,0.0,-75.68333333333334,-40.01666666666667,Stationary,Persistence,168.0,9284.396896341517,7480.8681387743445,9284.396896341517
a23a,2021-05-23,-75.66666666666667,-40.35,0.0,0.0,-75.66666666666667,-40.35000000000001,Slow-moving,Persistence,288.0,10471.815148652606,20936.917735313884,10471.815148652606
a23a,2021-05-28,-75.66666666666667,-39.96666666666667,0.0,0.0,-75.66666666666667,-39.96666666666666,Slow-moving,Persistence,120.0,10024.357343556505,12218.323544663279,10024.357343556505
a23a,2021-06-06,-75.73333333333333,-40.21666666666667,0.0,0.0,-75.73333333333333,-40.21666666666667,Slow-moving,Persistence,216.0,8412.935426867094,20092.637576765712,8412.935426867094
a23a,2021-06-17,-75.66666666666667,-40.06666666666668,0.0,0.0,-75.66666666666667,-40.06666666666667,Slow-moving,Persistence,264.0,4868.320563135549,2384.3600569081486,4868.320563135549
a23a,2021-06-22,-75.63333333333334,-39.949999999999996,0.0,0.0,-75.63333333333334,-39.949999999999996,Stationary,Persistence,120.0,5516.390089553405,4088.706002808574,5516.390089553405
a23a,2021-06-28,-75.6,-39.79999999999999,0.0,0.0,-75.6,-39.79999999999999,Slow-moving,Persistence,144.0,3705.773964793314,2892.0630015929387,3705.773964793314
a23a,2021-07-06,-75.56666666666666,-39.78333333333333,0.0,0.0,-75.56666666666666,-39.783333333333324,Stationary,Persistence,192.0,0.0,3305.5617034793586,0.0
a23a,2021-07-16,-75.56666666666666,-39.78333333333333,0.0,0.0,-75.56666666666666,-39.783333333333324,Stationary,Persistence,240.0,7706.089296742186,7706.416272292262,7706.089296742186
a23a,2021-08-15,-75.5,-39.866666666666674,0.0,0.0,-75.49999999999999,-39.86666666666668,Stationary,Persistence,720.0,12124.001525751766,15612.356262941868,12124.001525751766
a23a,2021-08-17,-75.48333333333333,-40.3,0.0,0.0,-75.48333333333333,-40.3,Stationary,Persistence,48.0,0.0,545.7075356506807,0.0
a23a,2021-09-02,-75.48333333333333,-40.3,0.0,0.0,-75.48333333333333,-40.3,Stationary,Persistence,384.0,1896.1145377981168,1577.1457765051057,1896.1145377981168
a23a,2021-09-12,-75.46666666666667,-40.31666666666666,0.0,0.0,-75.46666666666667,-40.31666666666667,Stationary,Persistence,240.0,0.0,814.1557650620639,0.0
a23a,2021-10-06,-75.46666666666667,-40.31666666666666,0.0,0.0,-75.46666666666667,-40.31666666666667,Stationary,Persistence,576.0,6716.947201938396,6967.984987666835,6716.947201938396
a23a,2021-10-19,-75.48333333333333,-40.55,0.0,0.0,-75.48333333333333,-40.55,Stationary,Persistence,312.0,30823.85714621543,29145.488265667296,30823.85714621543
a23a,2021-11-08,-75.68333333333334,-41.33333333333333,0.0,0.0,-75.68333333333334,-41.333333333333336,Slow-moving,Persistence,480.0,13251.289034008485,26827.986367652975,13251.289034008485
a81,2026-04-30,-64.68333333333334,-56.29999999999999,6526.839487509645,12223.597043721738,-64.67116553789434,-56.01739001459876,Moving,Physics B,192.0,55854.93539958549,44662.58208512228,44662.58208512228
a81,2026-05-07,-64.38333333333334,-55.4,-1243.028705032555,34333.994980876145,-64.20230942882665,-54.84590117781684,Moving,Physics B,168.0,34721.391232244045,25689.639257291936,25689.639257291936
a81,2026-05-14,-64.08333333333333,-55.28333333333334,-16317.388557205268,16703.05370003004,-63.88260154872795,-55.19525292938259,Moving,Physics B,168.0,7590.636423082057,17229.45922191881,17229.45922191881
a81,2026-05-21,-64.03333333333333,-55.18333333333333,0.0,0.0,-64.03333333333292,-55.18333333333334,Slow-moving,Persistence,168.0,43369.69133770081,37120.18486135043,43369.69133770081
a81,2026-05-28,-63.833333333333336,-54.449999999999996,2432.8805004108126,29421.48978364244,-63.70005002416086,-53.95027682063819,Moving,Physics B,168.0,43386.28279098143,13939.171103890028,13939.171103890028
a81,2026-06-04,-63.65,-53.699999999999996,3360.4079330595987,29266.876235701646,-63.521246150670734,-53.19937766203498,Moving,Physics B,168.0,33734.922901888516,15877.408945686404,15877.408945686404
a81,2026-06-13,-63.4,-53.35,-9891.926667422431,27598.673418126877,-63.18648638270888,-53.03628264335709,Moving,Physics B,216.0,18545.173073781993,11573.092441500443,11573.092441500443
a81,2026-06-21,-63.28333333333333,-53.1,0.0,0.0,-63.2833333333328,-53.1,Slow-moving,Persistence,192.0,78433.42868488528,77221.5282698522,78433.42868488528
a81,2026-06-28,-62.666666666666664,-53.75000000000001,-45339.149676422945,12033.287304345533,-62.286160386472694,-54.0693522007873,Moving,Physics B,168.0,53821.063279618036,6977.632845225327,6977.632845225327
a81,2026-07-03,-62.233333333333334,-54.13333333333333,-26335.087378810644,6385.856330780458,-62.01523400200225,-54.32286161921505,Moving,Physics B,120.0,86811.15018081003,81407.9604205917,81407.9604205917
a81,2026-07-12,-61.71666666666667,-52.966666666666676,-13598.008265128083,105133.14747259385,-61.06640393787136,-51.61452563699854,Moving,Physics B,216.0,61887.26573026397,60788.969545924665,60788.969545924665
a81,2026-07-17,-61.2,-52.666666666666664,-14973.26449106276,18695.402244093784,-60.998867483580305,-52.5636538352075,Moving,Physics B,120.0,51574.704050450535,57422.72952281595,57422.72952281595
a81,2026-07-22,-61.1,-53.56666666666667,-26206.530609930724,-21717.219896138486,-61.027714695309925,-54.155606148897384,Moving,Physics B,120.0,72470.35163697287,92583.14253452049,92583.14253452049
a81,2026-07-30,-60.61666666666667,-52.75000000000001,-18809.09025671919,73526.67023529483,-60.10089564190135,-51.93674833062128,Moving,Physics B,192.0,39800.746104999256,42944.38635192506,42944.38635192506
a81,2026-08-09,-60.28333333333333,-52.583333333333336,-22917.47570003161,25479.29114230649,-59.9931094993692,-52.474860933886255,Moving,Physics B,240.0,156372.28686320945,125835.4088511206,125835.4088511206
a81,2026-08-16,-59.166666666666664,-51.1,-23098.357600967553,67602.47830260644,-58.64725069717445,-50.47452641765176,Moving,Physics B,168.0,14495.849857614481,63651.19043938551,63651.19043938551
b09b,2021-04-12,-66.25,143.5,0.0,0.0,-66.2499999999998,143.5,Stationary,Persistence,288.0,0.0,1972.0252787464387,0.0
b09b,2021-04-21,-66.25,143.5,0.0,0.0,-66.2499999999998,143.5,Stationary,Persistence,216.0,0.0,167.27668635522645,0.0
b09b,2021-05-04,-66.25,143.5,0.0,0.0,-66.2499999999998,143.5,Stationary,Persistence,312.0,0.0,285.1564721072605,0.0
b09b,2021-05-05,-66.25,143.5,0.0,0.0,-66.2499999999998,143.5,Stationary,Persistence,24.0,4246.927248477649,4239.9577253406305,4246.927248477649
b09b,2021-05-28,-66.26666666666667,143.41666666666666,30185.897721916535,58246.27412597928,-66.51495114342431,142.11068010988382,Moving,Physics B,552.0,0.0,65603.48215481194,65603.48215481194
b09b,2021-06-06,-66.26666666666667,143.41666666666666,0.0,0.0,-66.26666666666645,143.41666666666666,Stationary,Persistence,216.0,0.0,537.8239464309919,0.0
